id;cycle;s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s3;s4;s5;s6;s7;s8;s9;setting1;setting2; Brake
Engine_86;234;518,67;1,3;47,63;521,03;2388,13;8147,92;8,476;0,03;393;2388;100;642,92;38,5;23,1661;1598,45;1414,2;14,62;21,61;552,04;2388,16;9070,46;0,0016;0;0
Engine_86;235;518,67;1,3;47,77;520,28;2388,15;8141,02;8,4731;0,03;396;2388;100;642,78;38,69;23,2233;1601,21;1421,7;14,62;21,61;552,04;2388,2;9075,84;-0,0017;0,0002;0
Engine_86;236;518,67;1,3;47,83;520,62;2388,17;8147,44;8,4761;0,03;394;2388;100;643,16;38,55;23,2421;1593,64;1422,84;14,62;21,61;551,7;2388,21;9076,4;0,001;0;0
Engine_86;237;518,67;1,3;47,97;520,63;2388,17;8142,75;8,4544;0,03;396;2388;100;643,82;38,65;23,2031;1601,64;1420,16;14,62;21,61;552,35;2388,16;9074,08;-0,0015;0,0001;0
Engine_86;238;518,67;1,3;47,92;520,09;2388,17;8145,24;8,4811;0,03;395;2388;100;643,41;38,75;23,0651;1600,33;1422,31;14,62;21,61;551,78;2388,14;9070,39;-0,0003;0;0
Engine_86;239;518,67;1,3;47,93;520,18;2388,15;8150,03;8,523;0,03;393;2388;100;643,06;38,68;23,1756;1603,49;1415,36;14,62;21,61;552,94;2388,19;9069,76;-0,0043;0,0001;0
Engine_86;240;518,67;1,3;47,89;520,65;2388,18;8146,69;8,4755;0,03;396;2388;100;643,54;38,72;23,1176;1599,81;1418,81;14,62;21,61;552,57;2388,16;9082,12;0,0004;0,0004;0
Engine_86;241;518,67;1,3;47,68;520,69;2388,23;8152,43;8,4971;0,03;395;2388;100;643,37;38,57;23,1852;1594,91;1416,17;14,62;21,61;552,42;2388,17;9069,18;-0,0009;-0,0001;0
Engine_86;242;518,67;1,3;48,1;520,03;2388,11;8152,2;8,4936;0,03;396;2388;100;642,89;38,52;23,1141;1591,71;1417,66;14,62;21,61;552,26;2388,21;9069,13;-0,0028;0,0001;0
Engine_86;243;518,67;1,3;47,91;520,49;2388,2;8148,74;8,4936;0,03;394;2388;100;643,04;38,73;23,1614;1597,74;1422,12;14,62;21,61;552,4;2388,19;9074,64;0,0003;0,0002;0
Engine_86;244;518,67;1,3;47,97;520,64;2388,18;8145,3;8,5288;0,03;395;2388;100;643,64;38,8;23,2109;1596,3;1423,7;14,62;21,61;552,6;2388,14;9074,39;-0,0001;0,0004;0
Engine_86;245;518,67;1,3;47,84;520,35;2388,2;8154,23;8,499;0,03;394;2388;100;642,86;38,66;23,2515;1595,58;1430,07;14,62;21,61;551,43;2388,16;9074,9;0,0002;0,0001;0
Engine_86;246;518,67;1,3;47,92;520,12;2388,2;8149,87;8,4927;0,03;396;2388;100;643,38;38,72;23,1081;1593,82;1425,29;14,62;21,61;551,98;2388,26;9074,32;-0,0009;0,0004;0
Engine_86;247;518,67;1,3;48;520,23;2388,19;8150,71;8,4679;0,03;395;2388;100;643,41;38,63;23,0771;1598,74;1422,69;14,62;21,61;552,47;2388,19;9080,25;0,0009;-0,0003;0
Engine_86;248;518,67;1,3;48,11;520,63;2388,24;8145,37;8,4879;0,03;394;2388;100;643,65;38,44;23,2283;1599,4;1418,77;14,62;21,61;551,47;2388,19;9070,15;0,0033;0;0
Engine_86;249;518,67;1,3;47,92;520,64;2388,21;8148,19;8,531;0,03;395;2388;100;642,95;38,6;23,0484;1592,04;1426,69;14,62;21,61;551,78;2388,18;9083,39;-0,0024;0,0003;0
Engine_86;250;518,67;1,3;48,11;520,11;2388,27;8154,23;8,511;0,03;395;2388;100;643,11;38,62;23,111;1602,16;1425,83;14,62;21,61;552,71;2388,2;9071,52;-0,0034;0,0005;0
Engine_86;251;518,67;1,3;47,87;520,3;2388,21;8150,31;8,5326;0,03;395;2388;100;643,05;38,78;23,1455;1593,66;1423,63;14,62;21,61;551,67;2388,19;9078,84;0,0035;0,0002;0
Engine_86;252;518,67;1,3;48,12;520,86;2388,22;8149,42;8,5191;0,03;396;2388;100;643,19;38,63;23,1412;1600,03;1426,48;14,62;21,61;552,38;2388,17;9070;0,0036;-0,0001;0
Engine_86;253;518,67;1,3;47,89;520,35;2388,2;8144,03;8,4767;0,03;395;2388;100;643,5;38,55;23,1449;1592,47;1425,42;14,62;21,61;552,58;2388,14;9077,78;0,0016;-0,0004;0
Engine_86;254;518,67;1,3;47,93;519,96;2388,24;8147,42;8,5071;0,03;395;2388;100;643,46;38,57;23,1083;1599,47;1426,27;14,62;21,61;552,45;2388,2;9076,48;0,0047;-0,0002;0
Engine_86;255;518,67;1,3;47,97;519,91;2388,19;8149,66;8,5189;0,03;397;2388;100;643,23;38,57;23,1083;1603,44;1420,01;14,62;21,61;552,63;2388,2;9072,66;0,0038;-0,0002;0
Engine_86;256;518,67;1,3;48,07;520,59;2388,2;8145,49;8,4506;0,03;396;2388;100;643,35;38,48;23,1794;1597,27;1425;14,62;21,61;552,34;2388,2;9082,42;0,0004;-0,0002;0
Engine_86;257;518,67;1,3;47,97;519,77;2388,17;8146,49;8,5113;0,03;397;2388;100;642,78;38,55;23,043;1599,85;1426,22;14,62;21,61;552,22;2388,19;9084,14;-0,0017;0;0
Engine_86;258;518,67;1,3;48,06;520,15;2388,16;8150,32;8,5157;0,03;396;2388;100;643,34;38,62;23,1034;1595,64;1424,3;14,62;21,61;552,44;2388,17;9079,05;-0,0026;-0,0003;0
Engine_87;1;518,67;1,3;47,36;522,07;2388,01;8143,6;8,4386;0,03;396;2388;100;642,67;38,87;23,3231;1595,33;1404,23;14,62;21,61;554,29;2388,04;9060,45;-0,0007;-0,0004;0
Engine_87;2;518,67;1,3;47,44;521,81;2388,03;8141,4;8,4433;0,03;393;2388;100;642,43;38,94;23,3576;1587,74;1411,71;14,62;21,61;553,91;2388,03;9065,16;-0,0004;-0,0005;0
Engine_87;3;518,67;1,3;47,35;522,07;2388,03;8142,93;8,4248;0,03;393;2388;100;642,88;38,96;23,2546;1584,1;1399,03;14,62;21,61;554,26;2388,04;9064,45;0,0042;0,0005;0
Engine_87;4;518,67;1,3;47,28;521,97;2388,05;8147,7;8,4458;0,03;392;2388;100;642,27;38,88;23,3086;1587,9;1397,49;14,62;21,61;552,91;2388,03;9059,79;0,002;0,0004;0
Engine_87;5;518,67;1,3;47,35;522,13;2388,06;8143,75;8,4194;0,03;392;2388;100;642,45;38,99;23,3682;1585,48;1405,6;14,62;21,61;553,25;2388,05;9060,3;0,0009;0,0005;0
Engine_87;6;518,67;1,3;47,42;521,91;2388,05;8145,06;8,4277;0,03;391;2388;100;641,88;39,02;23,3295;1587,93;1403,27;14,62;21,61;553,9;2388,11;9069,31;-0,002;-0,0001;0
Engine_87;7;518,67;1,3;47,4;521,73;2388,09;8144,61;8,4074;0,03;391;2388;100;642,54;38,92;23,293;1592,86;1401,07;14,62;21,61;553,83;2388,07;9061,13;0,0013;0,0002;0
Engine_87;8;518,67;1,3;47,44;521,54;2388,05;8145,54;8,4062;0,03;392;2388;100;642,41;38,89;23,306;1587,06;1400,02;14,62;21,61;553,98;2388,07;9063,11;-0,0008;0,0001;0
Engine_87;9;518,67;1,3;47,46;521,97;2388,05;8142,74;8,4297;0,03;393;2388;100;642,7;38,91;23,3575;1589,73;1409,1;14,62;21,61;553,72;2388,06;9060,52;0,0004;0,0001;0
Engine_87;10;518,67;1,3;47,34;522,27;2388,04;8145,33;8,4331;0,03;393;2388;100;642,23;38,85;23,3449;1590,91;1398,67;14,62;21,61;554,18;2388,04;9059,42;-0,0014;-0,0001;0
Engine_87;11;518,67;1,3;47,31;521,78;2388,08;8143,48;8,4558;0,03;393;2388;100;642,58;39,05;23,3298;1578,85;1408,83;14,62;21,61;553,74;2388,08;9059,87;0,0017;-0,0003;0
Engine_87;12;518,67;1,3;47,28;521,88;2388,04;8142,4;8,419;0,03;393;2388;100;642,67;38,91;23,3313;1585,02;1408,14;14,62;21,61;553,61;2388,07;9064,79;0;-0,0004;0
Engine_87;13;518,67;1,3;47,46;521,44;2388,05;8150,99;8,454;0,03;393;2388;100;642,19;38,84;23,4211;1583,74;1407,08;14,62;21,61;553,71;2388,07;9065,84;-0,0006;-0,0001;0
Engine_87;14;518,67;1,3;47,6;522,39;2388,08;8144,6;8,4175;0,03;393;2388;100;642,03;39,15;23,4283;1589,96;1401,95;14,62;21,61;553,33;2388,06;9064,22;0,0021;0,0003;0
Engine_87;15;518,67;1,3;47,45;521,64;2388,05;8138,3;8,4566;0,03;393;2388;100;642,87;38,84;23,3722;1584,61;1403,65;14,62;21,61;553,3;2388,04;9063,48;-0,0023;-0,0003;0
Engine_87;16;518,67;1,3;47,51;522,01;2388,08;8143,39;8,4581;0,03;393;2388;100;642,38;38,72;23,2325;1585,86;1401,86;14,62;21,61;553,18;2388,13;9061,83;-0,0005;0;0
Engine_87;17;518,67;1,3;47,38;521,21;2388,05;8145,13;8,4364;0,03;393;2388;100;642,67;38,86;23,2378;1589,58;1405,4;14,62;21,61;553,76;2388,04;9065,09;0,0031;-0,0004;0
Engine_87;18;518,67;1,3;47,4;522,12;2388;8144,53;8,4154;0,03;394;2388;100;642,48;38,84;23,3028;1587,68;1401,84;14,62;21,61;553,88;2388,11;9068;-0,0014;-0,0004;0
Engine_87;19;518,67;1,3;47,53;521,85;2388,06;8140,72;8,4424;0,03;393;2388;100;642,84;38,81;23,2458;1584,5;1410,52;14,62;21,61;553,38;2388,09;9069,84;0,0017;0,0001;0
Engine_87;20;518,67;1,3;47,66;521,6;2388,03;8142,17;8,4972;0,03;393;2388;100;642,21;38,78;23,2224;1588,65;1405,7;14,62;21,61;553,68;2388,07;9061,18;0,0019;-0,0003;0
Engine_87;21;518,67;1,3;47,38;521,82;2388,08;8139,6;8,4061;0,03;392;2388;100;642,29;38,87;23,1786;1587,97;1401,96;14,62;21,61;553,76;2388,08;9063,1;0,0007;0,0002;0
Engine_87;22;518,67;1,3;47,35;522,04;2388,05;8142,33;8,4338;0,03;393;2388;100;642,69;38,88;23,321;1587,59;1404,62;14,62;21,61;553,65;2388,08;9065,84;0,0004;0,0001;0
Engine_87;23;518,67;1,3;47,45;521,83;2388,1;8143,54;8,4229;0,03;392;2388;100;642,32;38,75;23,4017;1582,78;1402,34;14,62;21,61;554,27;2388,03;9060,13;-0,0025;0;0
Engine_87;24;518,67;1,3;47,4;521,67;2388,05;8147,62;8,403;0,03;391;2388;100;642,84;38,8;23,2221;1591,34;1399,98;14,62;21,61;553,61;2388,08;9061,21;0,0015;-0,0001;0
Engine_87;25;518,67;1,3;47,43;521,89;2388,03;8144,07;8,4432;0,03;393;2388;100;642,3;38,85;23,3172;1597,52;1407,85;14,62;21,61;553,15;2388,02;9058,64;0,0001;0,0004;0
Engine_87;26;518,67;1,3;47,45;522,16;2388,06;8145,56;8,4146;0,03;392;2388;100;642,56;38,93;23,3202;1590,26;1402,59;14,62;21,61;554,39;2388,04;9056,53;0,0043;0,0003;0
Engine_87;27;518,67;1,3;47,43;521,37;2388,01;8142,77;8,3933;0,03;392;2388;100;643,07;38,87;23,3299;1584,95;1404,56;14,62;21,61;554,16;2388,09;9060,19;0,0003;-0,0001;0
Engine_87;28;518,67;1,3;47,3;521,57;2388;8146,4;8,3952;0,03;392;2388;100;642,62;39;23,3274;1580,48;1408,3;14,62;21,61;553,93;2388,09;9061,48;-0,0021;0;0
Engine_87;29;518,67;1,3;47,53;521,87;2388,01;8147,11;8,4068;0,03;394;2388;100;642,26;38,94;23,2309;1590,9;1403,12;14,62;21,61;553,76;2388,07;9060,79;-0,0004;0,0004;0
Engine_87;30;518,67;1,3;47,56;521,94;2388,12;8144,51;8,4347;0,03;393;2388;100;642,77;38,87;23,3907;1585,57;1400,58;14,62;21,61;553,48;2388,06;9057,93;0,0017;-0,0001;0
Engine_87;31;518,67;1,3;47,49;521,53;2388,06;8144,21;8,4248;0,03;394;2388;100;642,3;38,74;23,314;1593,2;1410,46;14,62;21,61;553,36;2388;9063,16;-0,0016;0,0001;0
Engine_87;32;518,67;1,3;47,45;521,74;2388,09;8141,46;8,4034;0,03;392;2388;100;642,94;38,97;23,3631;1581,73;1406,63;14,62;21,61;555,2;2388,06;9065,1;-0,0004;-0,0004;0
Engine_87;33;518,67;1,3;47,45;522,05;2388,07;8137,51;8,4136;0,03;391;2388;100;642,77;38,99;23,3336;1578,5;1400,67;14,62;21,61;553,66;2388,07;9060,27;-0,0016;-0,0002;0
Engine_87;34;518,67;1,3;47,53;522,07;2388,09;8140,81;8,4092;0,03;392;2388;100;642,47;38,82;23,3277;1581,05;1412,11;14,62;21,61;553,9;2388,03;9067,77;-0,0007;0,0004;0
Engine_87;35;518,67;1,3;47,35;522,23;2388,11;8146,2;8,4379;0,03;392;2388;100;642,31;38,91;23,3968;1583,66;1407,37;14,62;21,61;553,23;2388,09;9063,19;0,0033;0,0003;0
Engine_87;36;518,67;1,3;47,47;522,18;2388,07;8146,4;8,4318;0,03;391;2388;100;642,56;38,92;23,3351;1593,87;1402,09;14,62;21,61;553,71;2388,07;9076,05;0,0032;0,0004;0
Engine_87;37;518,67;1,3;47,36;521,62;2388,07;8144,39;8,4319;0,03;392;2388;100;642,5;39,02;23,3611;1588,61;1410,85;14,62;21,61;553,93;2388,02;9055,9;0,0009;0,0003;0
Engine_87;38;518,67;1,3;47,45;522,24;2388,05;8143,68;8,4481;0,03;394;2388;100;642,63;38,9;23,3222;1595,81;1399,22;14,62;21,61;553,92;2388,06;9062,02;-0,0027;0,0002;0
Engine_87;39;518,67;1,3;47,71;522,15;2388,08;8140,38;8,4172;0,03;391;2388;100;642,55;38,96;23,2849;1593,07;1405,47;14,62;21,61;552,9;2388,05;9052,88;0,0026;-0,0002;0
Engine_87;40;518,67;1,3;47,44;521,49;2388,08;8147,85;8,4166;0,03;393;2388;100;642,55;38,93;23,4115;1585,56;1413,06;14,62;21,61;554,13;2388,08;9066,08;0,0006;0,0005;0
Engine_87;41;518,67;1,3;47,43;522,26;2388,09;8140,31;8,4239;0,03;393;2388;100;642,67;38,85;23,3066;1580,34;1404,35;14,62;21,61;553,73;2388,08;9063,22;0,0031;-0,0004;0
Engine_87;42;518,67;1,3;47,47;521,44;2388,08;8139,81;8,3738;0,03;392;2388;100;642,65;38,92;23,2766;1590,73;1403,48;14,62;21,61;553;2388;9064,9;0,0039;-0,0004;0
Engine_87;43;518,67;1,3;47,48;521,67;2388,08;8141,44;8,4291;0,03;393;2388;100;642,52;38,86;23,29;1589,2;1411,32;14,62;21,61;552,56;2388,12;9064,77;0;-0,0003;0
Engine_87;44;518,67;1,3;47,59;521,74;2388,04;8142,62;8,4242;0,03;395;2388;100;642,51;38,82;23,3118;1587,58;1402,66;14,62;21,61;554,29;2388,03;9062,14;0,0005;-0,0002;0
Engine_87;45;518,67;1,3;47,35;522,22;2388,13;8136,79;8,434;0,03;392;2388;100;642,5;38,81;23,2995;1588,66;1402,98;14,62;21,61;553,94;2388,1;9057,77;-0,0012;0,0005;0
Engine_87;46;518,67;1,3;47,37;521,85;2388,1;8143,65;8,3987;0,03;392;2388;100;642,58;38,92;23,36;1583,81;1408,07;14,62;21,61;554,02;2388,09;9060,19;-0,0006;-0,0002;0
Engine_87;47;518,67;1,3;47,46;522,12;2388,04;8144,09;8,3991;0,03;394;2388;100;642,16;38,63;23,4098;1591,65;1406,84;14,62;21,61;553,6;2388,03;9069,6;-0,0044;-0,0005;0
Engine_87;48;518,67;1,3;47,52;522,07;2388,06;8146,46;8,4363;0,03;392;2388;100;642,22;38,64;23,2825;1589,94;1401,25;14,62;21,61;553,9;2388,08;9073,38;-0,002;-0,0001;0
Engine_87;49;518,67;1,3;47,49;521,82;2388,05;8138,49;8,4529;0,03;393;2388;100;642,66;38,79;23,2133;1589,24;1396,51;14,62;21,61;553,46;2388,06;9056,93;0,0033;0;0
Engine_87;50;518,67;1,3;47,36;521,8;2388,07;8142,9;8,4743;0,03;393;2388;100;642,44;38,91;23,3193;1588,7;1412,06;14,62;21,61;554,12;2388,11;9065,86;-0,0036;-0,0004;0
Engine_87;51;518,67;1,3;47,53;521,37;2388,07;8140,96;8,4623;0,03;393;2388;100;642,77;39,09;23,2799;1589,88;1407,25;14,62;21,61;553,46;2388,08;9061,02;-0,0019;0,0002;0
Engine_87;52;518,67;1,3;47,48;521,39;2388,06;8139,59;8,445;0,03;391;2388;100;642,45;38,95;23,273;1594,63;1412,9;14,62;21,61;553,52;2388,08;9066,31;0,0004;-0,0001;0
Engine_87;53;518,67;1,3;47,48;521,4;2388,03;8141,47;8,4074;0,03;393;2388;100;642,31;38,93;23,3945;1589,75;1401,93;14,62;21,61;553,56;2388,05;9058,85;0,0018;0,0002;0
Engine_87;54;518,67;1,3;47,35;521,79;2388,07;8139,85;8,448;0,03;392;2388;100;642,29;38,79;23,352;1587,71;1414,83;14,62;21,61;553,63;2388,12;9073,16;-0,0006;-0,0002;0
Engine_87;55;518,67;1,3;47,37;521,97;2388,06;8143,14;8,4392;0,03;392;2388;100;642,85;38,88;23,3749;1584,64;1406,35;14,62;21,61;553,45;2388,09;9061,23;-0,0015;0;0
Engine_87;56;518,67;1,3;47,44;521,99;2388,09;8140,26;8,4045;0,03;391;2388;100;642,48;38,71;23,3433;1583,87;1409,17;14,62;21,61;553,24;2388,05;9066,78;-0,0001;-0,0003;0
Engine_87;57;518,67;1,3;47,67;521,48;2388,14;8142,43;8,4425;0,03;391;2388;100;642,27;38,82;23,325;1588,25;1411,48;14,62;21,61;553,48;2388,12;9062;-0,0003;0,0001;0
Engine_87;58;518,67;1,3;47,58;521,75;2388,1;8142,63;8,44;0,03;392;2388;100;642,4;38,87;23,273;1584,72;1407,46;14,62;21,61;553,37;2388,1;9059,92;0,0062;0,0001;0
Engine_87;59;518,67;1,3;47,38;521,49;2388,06;8142,46;8,4484;0,03;394;2388;100;642,51;38,66;23,3123;1592,67;1411,54;14,62;21,61;553,18;2388,05;9066,36;-0,0015;0,0005;0
Engine_87;60;518,67;1,3;47,46;521,54;2388,06;8141,32;8,425;0,03;393;2388;100;642,8;38,85;23,3097;1583,83;1408,96;14,62;21,61;553,54;2388,08;9063,67;-0,003;0;0
Engine_87;61;518,67;1,3;47,47;521,24;2388,06;8147,32;8,4338;0,03;392;2388;100;642,53;38,91;23,3724;1592,39;1408,38;14,62;21,61;553,05;2388,07;9066,47;-0,001;-0,0003;0
Engine_87;62;518,67;1,3;47,59;521,31;2388,09;8144,12;8,4202;0,03;391;2388;100;642,73;38,92;23,2468;1593,02;1408,53;14,62;21,61;554,01;2388,06;9065,14;-0,0028;-0,0004;0
Engine_87;63;518,67;1,3;47,48;522,17;2388,11;8141,33;8,4627;0,03;395;2388;100;642,96;38,85;23,1955;1591,62;1400,56;14,62;21,61;552,9;2388,05;9064,92;-0,0009;0,0004;0
Engine_87;64;518,67;1,3;47,68;520,98;2388,09;8141,85;8,4472;0,03;396;2388;100;642,55;38,92;23,3448;1585,04;1405,63;14,62;21,61;553,44;2388,08;9066,11;0,0003;-0,0003;0
Engine_87;65;518,67;1,3;47,56;522;2388,08;8146,22;8,4499;0,03;391;2388;100;642,63;38,82;23,2508;1589,11;1403,53;14,62;21,61;553,48;2388,1;9066,14;0,0001;0,0005;0
Engine_87;66;518,67;1,3;47,64;521,52;2388,05;8139,09;8,4616;0,03;391;2388;100;642,67;38,94;23,2875;1591,82;1410,38;14,62;21,61;553,72;2388,08;9059,36;-0,0009;0;0
Engine_87;67;518,67;1,3;47,62;521,48;2388,07;8142,74;8,4346;0,03;393;2388;100;642,24;38,69;23,371;1588,96;1409,77;14,62;21,61;553,95;2388,1;9069,26;0,0018;0;0
Engine_87;68;518,67;1,3;47,47;521,5;2388,07;8139,01;8,4131;0,03;394;2388;100;642,42;38,62;23,2755;1591,45;1402,54;14,62;21,61;553,66;2388,09;9066,81;0,0021;0,0001;0
Engine_87;69;518,67;1,3;47,39;521,28;2388,02;8141,8;8,4273;0,03;393;2388;100;642,68;38,96;23,3442;1592,95;1404,03;14,62;21,61;553,26;2388,12;9061,62;-0,0018;-0,0002;0
Engine_87;70;518,67;1,3;47,56;521,83;2388,05;8139,69;8,3978;0,03;395;2388;100;641,95;38,72;23,2847;1584,95;1405,51;14,62;21,61;554,06;2388,1;9066,05;-0,0011;-0,0003;0
Engine_87;71;518,67;1,3;47,44;521,26;2388,07;8146,21;8,4481;0,03;393;2388;100;642,46;38,75;23,2837;1591,93;1408,13;14,62;21,61;553,27;2388,07;9067,45;-0,0051;0,0004;0
Engine_87;72;518,67;1,3;47,36;521,07;2388,07;8146,99;8,4407;0,03;392;2388;100;642,5;38,97;23,3345;1587,01;1402,96;14,62;21,61;553,01;2388,05;9061,2;0,0003;-0,0004;0
Engine_87;73;518,67;1,3;47,65;521,28;2388,07;8145,32;8,4292;0,03;393;2388;100;642,58;39,01;23,2988;1589,55;1412,28;14,62;21,61;553,46;2388,11;9067,75;0,0019;0,0005;0
Engine_87;74;518,67;1,3;47,44;521,55;2388,07;8142,61;8,4139;0,03;392;2388;100;642,62;39,04;23,2598;1596,33;1404,55;14,62;21,61;554,18;2388,08;9066,13;0,001;-0,0004;0
Engine_87;75;518,67;1,3;47,68;521,3;2388,05;8140,8;8,4087;0,03;393;2388;100;642,7;38,98;23,368;1592,34;1408,68;14,62;21,61;554,47;2388,06;9056,69;0,0001;0;0
Engine_87;76;518,67;1,3;47,55;521,05;2388,12;8138,52;8,4433;0,03;393;2388;100;642,39;38,92;23,2997;1592,08;1407,8;14,62;21,61;553,25;2388,08;9057,95;0,0015;0;0
Engine_87;77;518,67;1,3;47,36;521,31;2388,07;8137,28;8,4656;0,03;394;2388;100;642,44;38,85;23,3633;1584,11;1411,11;14,62;21,61;553,53;2388,11;9061,61;-0,0036;0,0003;0
Engine_87;78;518,67;1,3;47,43;521,98;2388,07;8137,47;8,4471;0,03;392;2388;100;642,92;38,71;23,3111;1589,65;1402,61;14,62;21,61;553,04;2388,1;9062,33;-0,0023;-0,0003;0
Engine_87;79;518,67;1,3;47,55;521,37;2388,07;8144,55;8,4514;0,03;392;2388;100;642,77;38,97;23,3016;1587,26;1407,46;14,62;21,61;552,86;2388,13;9066,69;0,0025;0;0
Engine_87;80;518,67;1,3;47,48;520,9;2388,1;8147,19;8,4423;0,03;394;2388;100;642,42;38,99;23,355;1588,67;1408,29;14,62;21,61;553,07;2388,11;9061,78;-0,0024;-0,0001;0
Engine_87;81;518,67;1,3;47,62;521,41;2388,12;8140,74;8,4401;0,03;393;2388;100;642,62;38,89;23,3566;1585,3;1404,38;14,62;21,61;553,66;2388,09;9060,99;-0,0048;0;0
Engine_87;82;518,67;1,3;47,59;521,36;2388,12;8137,73;8,4438;0,03;393;2388;100;642,77;38,9;23,389;1589,03;1398,67;14,62;21,61;553,03;2388,12;9060,88;-0,0018;0,0005;0
Engine_87;83;518,67;1,3;47,64;521,57;2388,11;8147,16;8,451;0,03;394;2388;100;642,44;38,79;23,3748;1585,57;1413,2;14,62;21,61;552,8;2388,12;9064,8;-0,002;0,0003;0
Engine_87;84;518,67;1,3;47,35;521,43;2388,09;8146,63;8,431;0,03;393;2388;100;642,69;38,81;23,3245;1586,54;1406,47;14,62;21,61;554,26;2388,1;9065,05;-0,0047;0,0001;0
Engine_87;85;518,67;1,3;47,52;521,32;2388,13;8145,32;8,4768;0,03;393;2388;100;642,9;38,81;23,266;1583,34;1412,75;14,62;21,61;552,96;2388,07;9069,16;0,0015;-0,0002;0
Engine_87;86;518,67;1,3;47,47;521,61;2388,03;8144,03;8,4285;0,03;392;2388;100;642,57;38,63;23,2372;1594,44;1403,4;14,62;21,61;553,59;2388,08;9056,19;-0,0024;-0,0004;0
Engine_87;87;518,67;1,3;47,46;521,41;2388,14;8136,98;8,4502;0,03;392;2388;100;642,88;38,77;23,2852;1581,62;1402,49;14,62;21,61;552,65;2388,07;9065,1;0,0034;0;0
Engine_87;88;518,67;1,3;47,71;521,25;2388,09;8138,71;8,4285;0,03;395;2388;100;642,42;38,72;23,2825;1587,76;1405,26;14,62;21,61;553,29;2388,09;9061,81;-0,0024;0,0002;0
Engine_87;89;518,67;1,3;47,43;521,22;2388,12;8144,9;8,459;0,03;394;2388;100;643,02;38,75;23,3441;1594,77;1401,27;14,62;21,61;553,22;2388,1;9066,32;-0,003;-0,0003;0
Engine_87;90;518,67;1,3;47,46;521,39;2388,07;8142,59;8,4441;0,03;393;2388;100;642,67;38,72;23,3951;1597,65;1406,69;14,62;21,61;553,92;2388,12;9064,42;-0,0004;0,0001;0
Engine_87;91;518,67;1,3;47,4;521,3;2388,1;8145,09;8,4433;0,03;393;2388;100;642,53;38,8;23,3453;1594,94;1410,86;14,62;21,61;553,15;2388,11;9064,18;-0,0028;0,0004;0
Engine_87;92;518,67;1,3;47,57;521,11;2388,11;8141,51;8,4211;0,03;392;2388;100;642,56;38,64;23,2392;1589,7;1405,14;14,62;21,61;553,42;2388,08;9057,68;0;-0,0003;0
Engine_87;93;518,67;1,3;47,52;521,31;2388,06;8145,4;8,3831;0,03;392;2388;100;642,2;38,8;23,1919;1588,18;1399,11;14,62;21,61;553,62;2388,09;9058,01;0,0008;-0,0003;0
Engine_87;94;518,67;1,3;47,6;521,32;2388,11;8145,49;8,4357;0,03;393;2388;100;643,31;38,7;23,2332;1594,98;1417,07;14,62;21,61;553,42;2388,16;9055,79;-0,002;0,0001;0
Engine_87;95;518,67;1,3;47,52;521,59;2388,06;8140,97;8,4278;0,03;393;2388;100;643,18;38,99;23,248;1586,61;1412,2;14,62;21,61;553,78;2388,1;9058,39;0,0008;-0,0002;0
Engine_87;96;518,67;1,3;47,59;521,35;2388,09;8142,57;8,4141;0,03;393;2388;100;643,08;38,92;23,1993;1594,15;1412,72;14,62;21,61;553,54;2388,09;9059,65;0,0006;-0,0003;0
Engine_87;97;518,67;1,3;47,56;521,59;2388,08;8147,52;8,465;0,03;393;2388;100;643,32;38,79;23,3093;1583,84;1402,35;14,62;21,61;553,49;2388,18;9062,17;-0,0027;-0,0003;0
Engine_87;98;518,67;1,3;47,4;521,63;2388,13;8144,73;8,4039;0,03;395;2388;100;642,91;38,86;23,3759;1586,47;1413,36;14,62;21,61;552,72;2388,09;9068,52;-0,0041;-0,0003;0
Engine_87;99;518,67;1,3;47,43;521,3;2388,12;8138,4;8,4582;0,03;393;2388;100;642,48;38,89;23,3004;1590,91;1405,31;14,62;21,61;553,7;2388,05;9064,42;0,0009;0;0
Engine_87;100;518,67;1,3;47,65;521,5;2388,1;8141,83;8,4123;0,03;394;2388;100;642,54;38,86;23,2858;1588,01;1401,91;14,62;21,61;553,16;2388,1;9070,56;0,0026;0,0004;0
Engine_87;101;518,67;1,3;47,36;521,37;2388,11;8136,72;8,4731;0,03;393;2388;100;642,63;38,75;23,1583;1593,8;1408,98;14,62;21,61;552,76;2388,06;9066,76;0,0042;-0,0002;0
Engine_87;102;518,67;1,3;47,54;521,34;2388,08;8142,08;8,4299;0,03;393;2388;100;641,89;38,85;23,2702;1595,96;1408;14,62;21,61;553,59;2388,07;9058,81;-0,0038;-0,0002;0
Engine_87;103;518,67;1,3;47,43;520,88;2388,13;8137,99;8,4635;0,03;394;2388;100;643,2;38,94;23,2079;1590,63;1404,3;14,62;21,61;553,02;2388,13;9062,35;-0,0015;0,0004;0
Engine_87;104;518,67;1,3;47,51;520,97;2388,14;8139,34;8,427;0,03;394;2388;100;643,11;38,79;23,1964;1590,31;1410,48;14,62;21,61;554,07;2388,11;9065,29;0,004;0;0
Engine_87;105;518,67;1,3;47,39;520,88;2388,12;8146,04;8,4226;0,03;393;2388;100;642,46;38,74;23,1977;1587,46;1407,01;14,62;21,61;553,38;2388,02;9062,66;-0,0011;0,0004;0
