id;cycle;s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s3;s4;s5;s6;s7;s8;s9;setting1;setting2
Engine_35;164;518,67;1,3;47,89;519,84;2388,18;8153,4;8,4926;0,03;396;2388;100;643,24;38,6;23,1026;1605,47;1426,2;14,62;21,61;552,48;2388,15;9084,74;0,0039;0,0003
Engine_35;165;518,67;1,3;48,2;520,29;2388,14;8159,37;8,5178;0,03;395;2388;100;642,96;38,43;23,1747;1594,43;1423,98;14,62;21,61;551,61;2388,21;9094,8;-0,0019;0,0002
Engine_35;166;518,67;1,3;47,95;520,47;2388,2;8156,52;8,4833;0,03;395;2388;100;643,31;38,43;23,1508;1603,92;1423,17;14,62;21,61;551,99;2388,17;9084,22;0,0009;0,0003
Engine_35;167;518,67;1,3;47,96;519,95;2388,19;8161,46;8,5057;0,03;397;2388;100;643,58;38,62;23,1322;1602,02;1422,57;14,62;21,61;551,68;2388,16;9085,74;-0,0057;0,0003
Engine_35;168;518,67;1,3;47,92;520,54;2388,17;8158,48;8,498;0,03;396;2388;100;642,95;38,5;23,2832;1593,66;1420,47;14,62;21,61;551,84;2388,11;9090,61;-0,0033;-0,0003
Engine_35;169;518,67;1,3;47,93;520,04;2388,17;8164,94;8,5009;0,03;396;2388;100;643,31;38,62;23,1209;1596,45;1421,9;14,62;21,61;552,54;2388,13;9091,5;-0,0004;0,0003
Engine_35;170;518,67;1,3;47,88;520,07;2388,18;8159,63;8,4861;0,03;394;2388;100;643,59;38,48;23,1265;1603,11;1424,39;14,62;21,61;552,12;2388,18;9090,72;0,0002;-0,0003
Engine_35;171;518,67;1,3;48,02;520,01;2388,17;8165,06;8,5138;0,03;396;2388;100;643,68;38,53;23,1125;1599,6;1416,14;14,62;21,61;551,64;2388,14;9094,22;0,0003;-0,0005
Engine_35;172;518,67;1,3;47,91;519,92;2388,24;8166,49;8,5449;0,03;397;2388;100;644,09;38,7;23,16;1599,97;1423,94;14,62;21,61;551,89;2388,19;9093,37;-0,0036;0,0002
Engine_35;173;518,67;1,3;48,07;520,42;2388,2;8161,55;8,4848;0,03;396;2388;100;643,07;38,42;23,082;1600,37;1430,44;14,62;21,61;551,22;2388,19;9088,3;0,003;-0,0003
Engine_35;174;518,67;1,3;48,06;519,71;2388,25;8164,85;8,5053;0,03;395;2388;100;643,27;38,35;23,1766;1600,35;1424,91;14,62;21,61;551,07;2388,21;9098,34;0,001;-0,0002
Engine_35;175;518,67;1,3;47,97;520,22;2388,21;8165,12;8,5155;0,03;397;2388;100;643,46;38,57;23,0902;1599,93;1423,07;14,62;21,61;551,72;2388,21;9096,69;0,003;-0,0004
Engine_35;176;518,67;1,3;48,02;519,91;2388,16;8166,44;8,5465;0,03;396;2388;100;643,81;38,48;23,1452;1606,37;1429,28;14,62;21,61;551,53;2388,2;9096,02;-0,0006;0,0004
Engine_35;177;518,67;1,3;48,02;519,99;2388,21;8166,07;8,5246;0,03;396;2388;100;643,59;38,4;23,1584;1600,98;1431,02;14,62;21,61;551,83;2388,26;9096,55;-0,0027;-0,0002
Engine_35;178;518,67;1,3;48,15;520,17;2388,19;8163,18;8,5207;0,03;397;2388;100;643,76;38,52;22,9625;1599,85;1425,42;14,62;21,61;552,15;2388,17;9102,85;0,0002;-0,0002
Engine_35;179;518,67;1,3;48,16;519,61;2388,23;8166,77;8,5041;0,03;396;2388;100;643,8;38,49;22,9421;1596,52;1426,09;14,62;21,61;551,36;2388,22;9101,02;0,0032;0,0001
Engine_35;180;518,67;1,3;48,1;519,88;2388,26;8168,36;8,5157;0,03;397;2388;100;643,17;38,61;23,1659;1599,05;1426,95;14,62;21,61;551,22;2388,18;9093,6;-0,0004;-0,0003
Engine_35;181;518,67;1,3;48,08;519,84;2388,25;8166,97;8,5153;0,03;396;2388;100;643,91;38,44;23,0205;1600,31;1431,5;14,62;21,61;551,16;2388,24;9098,3;0,0003;0,0002
Engine_36;1;518,67;1,3;47,29;521,38;2388,09;8140,18;8,4318;0,03;393;2388;100;642,95;38,92;23,3887;1592,01;1407,56;14,62;21,61;553,39;2388,08;9053,52;0,0007;-0,0004
Engine_36;2;518,67;1,3;47,6;521,72;2388,06;8137,54;8,4328;0,03;395;2388;100;642,79;38,83;23,3423;1584,77;1402,96;14,62;21,61;553,06;2388,13;9064,98;0,0017;0,0003
Engine_36;3;518,67;1,3;47,33;521,66;2388,09;8138,18;8,4268;0,03;392;2388;100;642,7;38,83;23,363;1588,63;1404,26;14,62;21,61;553,52;2388,01;9058,85;0,0029;0,0001
Engine_36;4;518,67;1,3;47,36;521,59;2388,08;8135,27;8,4268;0,03;394;2388;100;642,62;38,89;23,3044;1583,71;1408,5;14,62;21,61;553,98;2388,09;9058,27;0,002;0,0003
Engine_36;5;518,67;1,3;47,66;521,83;2388,11;8136,07;8,4243;0,03;393;2388;100;642,77;38,91;23,4608;1591,86;1401,24;14,62;21,61;553,64;2388,07;9062,89;-0,0008;-0,0001
Engine_36;6;518,67;1,3;47,41;521,58;2388,09;8139,4;8,4635;0,03;392;2388;100;642,94;38,88;23,2545;1588,6;1406,49;14,62;21,61;553,76;2388,11;9062,66;-0,0015;0
Engine_36;7;518,67;1,3;47,63;521,57;2388,11;8141,27;8,4315;0,03;393;2388;100;642,45;38,9;23,3848;1589,24;1408,13;14,62;21,61;553,94;2388,14;9063,63;-0,0048;0,0003
Engine_36;8;518,67;1,3;47,52;521,82;2388,08;8144,83;8,3967;0,03;394;2388;100;642,73;39,02;23,3342;1585,88;1411,64;14,62;21,61;553,77;2388,09;9057,19;0,002;0,0001
Engine_36;9;518,67;1,3;47,63;521,82;2388,13;8136,6;8,4316;0,03;393;2388;100;643,01;38,76;23,3442;1591,56;1410,02;14,62;21,61;553,92;2388,03;9061,73;0,0012;0
Engine_36;10;518,67;1,3;47,76;521,94;2388,07;8138;8,4145;0,03;393;2388;100;642,33;38,6;23,4146;1590,41;1405,97;14,62;21,61;553,72;2388,06;9062,73;-0,0009;0,0004
Engine_36;11;518,67;1,3;47,45;521,92;2388,08;8134,13;8,4688;0,03;392;2388;100;642,32;38,79;23,4241;1589,73;1408,51;14,62;21,61;553,86;2388,11;9059,65;0,0004;0,0002
Engine_36;12;518,67;1,3;47,39;521,67;2388,08;8143,21;8,4629;0,03;393;2388;100;642,35;38,75;23,3234;1594,56;1406,33;14,62;21,61;553,45;2388,08;9062,28;0,0004;-0,0005
Engine_36;13;518,67;1,3;47,43;521,64;2388,08;8138,85;8,4147;0,03;393;2388;100;642,66;38,71;23,3453;1590,46;1406,87;14,62;21,61;553,54;2388,05;9052,82;-0,003;-0,0003
Engine_36;14;518,67;1,3;47,53;521,15;2388,08;8138,83;8,4253;0,03;393;2388;100;642,06;38,77;23,2536;1593,08;1405,96;14,62;21,61;552,9;2388,04;9055,11;0,0035;0,0004
Engine_36;15;518,67;1,3;47,35;521,82;2388,09;8136,5;8,445;0,03;394;2388;100;642,12;38,8;23,387;1588,2;1401,15;14,62;21,61;553,41;2388,04;9056,78;-0,0008;0,0001
Engine_36;16;518,67;1,3;47,62;521,36;2388,07;8137,3;8,397;0,03;392;2388;100;642,68;38,74;23,3399;1592,63;1409,12;14,62;21,61;553,3;2388,08;9058,42;-0,0001;0,0001
Engine_36;17;518,67;1,3;47,58;521,78;2388,04;8142,83;8,4328;0,03;392;2388;100;642,54;38,78;23,2056;1589,76;1402,29;14,62;21,61;553,55;2388,14;9056,86;-0,0007;-0,0005
Engine_36;18;518,67;1,3;47,6;522,22;2388,11;8139,56;8,4253;0,03;393;2388;100;642,14;39,1;23,3983;1588,67;1411,5;14,62;21,61;553,58;2388,06;9054,07;0,001;0,0003
Engine_36;19;518,67;1,3;47,38;521,52;2388,06;8137,76;8,4456;0,03;393;2388;100;642,66;38,91;23,3084;1589,08;1404,81;14,62;21,61;553,41;2388,11;9062,08;0,0016;0,0001
Engine_36;20;518,67;1,3;47,44;521,63;2388,08;8140,76;8,4539;0,03;392;2388;100;642,38;38,78;23,3281;1584,08;1402,7;14,62;21,61;553,59;2388,08;9061,5;0,0023;0
Engine_36;21;518,67;1,3;47,53;521,63;2388,12;8133,52;8,4522;0,03;394;2388;100;642,49;39,02;23,3991;1585,8;1405,54;14,62;21,61;553,42;2388,09;9055,91;0,0005;0,0001
Engine_36;22;518,67;1,3;47,58;520,98;2388,14;8136,49;8,4622;0,03;394;2388;100;642,53;38,91;23,2782;1592,38;1406,48;14,62;21,61;553,62;2388,07;9065,12;0,0023;-0,0003
Engine_36;23;518,67;1,3;47,69;522,13;2388,12;8138,5;8,4364;0,03;393;2388;100;643,14;38,77;23,3312;1581,07;1406,67;14,62;21,61;553,23;2388,09;9066,24;0,0005;0,0001
Engine_36;24;518,67;1,3;47,53;521,66;2388,1;8131,72;8,4316;0,03;392;2388;100;642,46;38,73;23,2198;1591,41;1408,48;14,62;21,61;554;2388,11;9052,59;-0,0018;-0,0006
Engine_36;25;518,67;1,3;47,49;521,59;2388,05;8131,95;8,4443;0,03;392;2388;100;642,34;38,76;23,2969;1587,16;1411,35;14,62;21,61;553,36;2388,06;9056,69;0,0021;0,0001
Engine_36;26;518,67;1,3;47,52;521,39;2388,07;8138,48;8,4391;0,03;392;2388;100;642,51;38,92;23,2505;1590,05;1405,76;14,62;21,61;554,29;2388,06;9056,38;0,002;-0,0001
Engine_36;27;518,67;1,3;47,46;521,67;2388,08;8140,13;8,3889;0,03;392;2388;100;643,03;38,93;23,2794;1587,5;1403,75;14,62;21,61;553,75;2388,07;9060,46;0,0039;-0,0001
Engine_36;28;518,67;1,3;47,38;521,03;2388,08;8139,93;8,423;0,03;391;2388;100;642,35;38,91;23,3204;1590,34;1405,9;14,62;21,61;552,88;2388,1;9064,39;-0,0002;-0,0005
Engine_36;29;518,67;1,3;47,49;521,62;2388,01;8139,27;8,4448;0,03;394;2388;100;642,82;38,8;23,4098;1586,49;1405,59;14,62;21,61;553,52;2388,13;9059,48;0,0031;0,0002
Engine_36;30;518,67;1,3;47,29;521,17;2388,05;8136,4;8,4158;0,03;394;2388;100;642,81;39;23,3548;1591,3;1399,65;14,62;21,61;553,35;2388,12;9065,75;-0,0015;-0,0003
Engine_36;31;518,67;1,3;47,43;521,99;2388,11;8143,59;8,4485;0,03;393;2388;100;643,17;38,75;23,4314;1596,22;1405,93;14,62;21,61;553,15;2388,11;9058,53;0;0
Engine_36;32;518,67;1,3;47,52;521,58;2388,06;8140,78;8,4195;0,03;396;2388;100;642,23;39,05;23,3562;1590;1406,21;14,62;21,61;552,88;2388,12;9059,15;-0,0015;-0,0003
Engine_36;33;518,67;1,3;47,51;521,45;2388,1;8140,88;8,4503;0,03;391;2388;100;642,62;38,91;23,2315;1589,7;1405,17;14,62;21,61;553,47;2388,09;9057,95;-0,0011;-0,0003
Engine_36;34;518,67;1,3;47,52;521,19;2388,14;8140,79;8,4628;0,03;392;2388;100;642,88;38,78;23,2955;1587;1400,81;14,62;21,61;553,49;2388,09;9062,15;0,0022;-0,0003
Engine_36;35;518,67;1,3;47,39;521,78;2388,08;8139,26;8,4349;0,03;391;2388;100;642,64;38,85;23,2508;1591,13;1406,26;14,62;21,61;553,8;2388,11;9062;0,0013;0,0003
Engine_36;36;518,67;1,3;47,59;521,67;2388,05;8142,52;8,4491;0,03;393;2388;100;642,53;38,92;23,2554;1591,74;1411,68;14,62;21,61;553,92;2388,14;9061,36;0,0012;-0,0001
Engine_36;37;518,67;1,3;47,63;520,79;2388,11;8135,5;8,401;0,03;393;2388;100;642,48;38,93;23,2517;1592,05;1407,75;14,62;21,61;552,74;2388,12;9062,34;0,0039;0
Engine_36;38;518,67;1,3;47,47;521,71;2388,08;8136,93;8,4296;0,03;392;2388;100;642,53;38,83;23,3589;1590,3;1399,8;14,62;21,61;553,05;2388,09;9064,47;0,0026;0,0001
Engine_36;39;518,67;1,3;47,59;521,39;2388,14;8135,54;8,4564;0,03;394;2388;100;642,26;38,87;23,2808;1586,52;1404,38;14,62;21,61;552,79;2388,09;9060,75;-0,0014;-0,0004
Engine_36;40;518,67;1,3;47,7;521,1;2388,11;8136,34;8,447;0,03;394;2388;100;642,96;38,77;23,3466;1594,81;1409,63;14,62;21,61;553,1;2388,13;9055,48;-0,0006;-0,0004
Engine_36;41;518,67;1,3;47,54;521,7;2388,1;8138,15;8,4407;0,03;394;2388;100;643,2;38,9;23,2691;1595,67;1413,74;14,62;21,61;554,07;2388,09;9065,85;-0,0021;0,0001
Engine_36;42;518,67;1,3;47,58;521,47;2388,11;8137,31;8,4597;0,03;393;2388;100;642,46;38,96;23,2617;1588,56;1406,93;14,62;21,61;553,02;2388,07;9067,87;0;0,0001
Engine_36;43;518,67;1,3;47,52;521,41;2388,08;8139,11;8,4503;0,03;393;2388;100;643;39,09;23,2629;1588,38;1406,64;14,62;21,61;553,33;2388,09;9055,01;0,0009;0,0004
Engine_36;44;518,67;1,3;47,65;521,46;2388,11;8139,06;8,4443;0,03;394;2388;100;642,91;38,93;23,2949;1590,25;1405,54;14,62;21,61;553,73;2388,08;9052,66;-0,0009;0,0004
Engine_36;45;518,67;1,3;47,41;520,84;2388,09;8135,46;8,428;0,03;394;2388;100;643,02;38,88;23,2406;1589,4;1418,38;14,62;21,61;553,32;2388,13;9060,73;0,0012;-0,0001
Engine_36;46;518,67;1,3;47,57;521,65;2388,05;8138,17;8,4085;0,03;392;2388;100;642,34;39,08;23,3221;1590,75;1408,81;14,62;21,61;553,03;2388,13;9058,42;0,001;0
Engine_36;47;518,67;1,3;47,44;521,55;2388,06;8136,17;8,4242;0,03;394;2388;100;642,91;38,83;23,2782;1590,8;1401,25;14,62;21,61;553,74;2388,09;9067,79;0,0012;-0,0003
Engine_36;48;518,67;1,3;47,53;521,63;2388,05;8135,91;8,4258;0,03;394;2388;100;642,48;38,88;23,3521;1594,08;1407,22;14,62;21,61;553,63;2388,1;9052,56;0,0004;0,0001
Engine_36;49;518,67;1,3;47,41;521,8;2388,09;8136,9;8,4304;0,03;394;2388;100;642,15;38,88;23,2562;1589,41;1405,5;14,62;21,61;553,6;2388,08;9063,37;-0,0018;0
Engine_36;50;518,67;1,3;47,57;521,28;2388,09;8140,97;8,4168;0,03;395;2388;100;642,45;38,78;23,2822;1593,98;1412,77;14,62;21,61;553,28;2388,08;9060,56;-0,0017;-0,0004
Engine_36;51;518,67;1,3;47,6;521,55;2388,07;8134,05;8,416;0,03;394;2388;100;642,48;38,89;23,2802;1581,84;1407,96;14,62;21,61;553,1;2388,07;9063,83;-0,0007;-0,0002
Engine_36;52;518,67;1,3;47,44;521,69;2388,1;8141,82;8,4264;0,03;393;2388;100;642,66;38,77;23,4385;1589,59;1411,4;14,62;21,61;553,11;2388,13;9062,53;0,0018;-0,0004
Engine_36;53;518,67;1,3;47,47;521,34;2388,1;8138,72;8,4004;0,03;393;2388;100;642,2;38,84;23,2646;1587;1408,94;14,62;21,61;552,84;2388,08;9063,54;-0,0024;-0,0004
Engine_36;54;518,67;1,3;47,49;521,74;2388,08;8137,69;8,4309;0,03;393;2388;100;642,77;38,93;23,3491;1585,93;1400,2;14,62;21,61;552,87;2388,12;9060,93;-0,0018;-0,0002
Engine_36;55;518,67;1,3;47,6;520,85;2388,09;8135,81;8,4096;0,03;391;2388;100;642,89;38,82;23,2144;1589,28;1407,39;14,62;21,61;553,87;2388,11;9061,96;0,001;-0,0004
Engine_36;56;518,67;1,3;47,53;521,27;2388,09;8141,42;8,4416;0,03;394;2388;100;642,87;38,76;23,2303;1587,26;1408,95;14,62;21,61;553,31;2388,11;9056,47;-0,0023;-0,0004
Engine_36;57;518,67;1,3;47,57;521,36;2388,09;8142,87;8,4066;0,03;395;2388;100;642,2;38,88;23,2827;1585,3;1407,17;14,62;21,61;553,37;2388,12;9068,39;-0,0002;0,0004
Engine_36;58;518,67;1,3;47,59;521,17;2388,12;8140,46;8,4155;0,03;393;2388;100;642,63;38,93;23,2315;1589,94;1416,19;14,62;21,61;553,84;2388,11;9060,14;-0,0028;-0,0003
Engine_36;59;518,67;1,3;47,6;521,57;2388,15;8134,57;8,4176;0,03;394;2388;100;642,66;38,76;23,2457;1594,68;1407,59;14,62;21,61;553,67;2388,09;9063,8;0,0029;0
Engine_36;60;518,67;1,3;47,62;521,09;2388,1;8142,27;8,4487;0,03;391;2388;100;642,55;38,75;23,2926;1586,73;1405,5;14,62;21,61;553,37;2388,09;9062,6;-0,0023;0
Engine_36;61;518,67;1,3;47,59;520,97;2388,12;8148,85;8,4382;0,03;394;2388;100;642,75;38,88;23,2425;1594,44;1409,85;14,62;21,61;553,4;2388,09;9058,57;0,001;0,0001
Engine_36;62;518,67;1,3;47,56;521,76;2388,13;8136,14;8,4607;0,03;394;2388;100;642,78;38,85;23,2229;1591,47;1413,51;14,62;21,61;553,32;2388,11;9055,44;0,0022;-0,0003
Engine_36;63;518,67;1,3;47,67;521,64;2388,08;8132,45;8,4546;0,03;393;2388;100;643,14;39,03;23,2444;1590,58;1402,33;14,62;21,61;553,27;2388,07;9056,51;0,0012;0,0004
Engine_36;64;518,67;1,3;47,51;521,47;2388,11;8136,77;8,4169;0,03;392;2388;100;642,41;38,76;23,2874;1592,92;1407,3;14,62;21,61;552,89;2388,15;9060,17;-0,0044;0,0002
Engine_36;65;518,67;1,3;47,58;521,58;2388,08;8142,2;8,4273;0,03;394;2388;100;642,16;38,96;23,2919;1587,32;1402,45;14,62;21,61;553,07;2388,12;9068,81;-0,0024;0,0002
Engine_36;66;518,67;1,3;47,58;521,65;2388,02;8142,89;8,4448;0,03;393;2388;100;643,12;38,95;23,3027;1586,41;1411,15;14,62;21,61;553,38;2388,14;9062,46;-0,0018;0,0002
Engine_36;67;518,67;1,3;47,51;521,96;2388,15;8133,59;8,4612;0,03;394;2388;100;642,85;38,7;23,323;1598,78;1413,08;14,62;21,61;552,64;2388,14;9057,65;0,0008;-0,0003
Engine_36;68;518,67;1,3;47,46;521,44;2388,12;8137,11;8,404;0,03;393;2388;100;642,84;38,95;23,3544;1591,35;1406,2;14,62;21,61;553,45;2388,09;9058,23;0,0045;0,0003
Engine_36;69;518,67;1,3;47,55;521,2;2388,08;8136,1;8,4255;0,03;394;2388;100;642,86;38,96;23,3517;1596,55;1409,31;14,62;21,61;553,16;2388,08;9057,37;0,0003;-0,0005
Engine_36;70;518,67;1,3;47,58;521,81;2388,13;8139,75;8,4313;0,03;393;2388;100;642,8;38,81;23,1919;1593,09;1422,02;14,62;21,61;553,59;2388,12;9060,2;0,0016;-0,0002
Engine_36;71;518,67;1,3;47,38;521,53;2388,14;8139,36;8,4268;0,03;394;2388;100;642,35;38,79;23,2331;1590,79;1401,8;14,62;21,61;553,48;2388,07;9063,9;0,0038;0,0003
Engine_36;72;518,67;1,3;47,85;520,51;2388,1;8134,7;8,4617;0,03;395;2388;100;642,41;38,48;23,4198;1597,55;1404,34;14,62;21,61;552,66;2388,06;9060,7;-0,0012;-0,0005
Engine_36;73;518,67;1,3;47,48;521,31;2388,11;8134,47;8,4445;0,03;392;2388;100;643,17;38,73;23,3142;1589,62;1402,4;14,62;21,61;552,97;2388,09;9055,04;0,0023;0,0002
Engine_36;74;518,67;1,3;47,59;521,34;2388,11;8138,64;8,4523;0,03;392;2388;100;642,4;38,91;23,2436;1587,46;1406,27;14,62;21,61;553,3;2388,14;9059,75;0,0011;-0,0001
Engine_36;75;518,67;1,3;47,52;521,33;2388,09;8142,32;8,4397;0,03;394;2388;100;642,65;38,95;23,2929;1596,43;1401,12;14,62;21,61;554,54;2388,13;9060,55;-0,0015;-0,0004
Engine_36;76;518,67;1,3;47,62;521,39;2388,14;8137,62;8,4415;0,03;393;2388;100;642,23;38,61;23,3696;1588,46;1411,65;14,62;21,61;553,56;2388,13;9060,01;-0,001;0,0003
Engine_36;77;518,67;1,3;47,52;521,2;2388,12;8141,21;8,494;0,03;394;2388;100;642,87;38,89;23,2068;1587,56;1414,77;14,62;21,61;553,44;2388,14;9051,78;-0,0024;-0,0002
Engine_36;78;518,67;1,3;47,66;521,21;2388,15;8142,29;8,4778;0,03;394;2388;100;643,02;38,75;23,3997;1592,07;1414,56;14,62;21,61;553,09;2388,09;9063,73;-0,0048;-0,0005
Engine_36;79;518,67;1,3;47,55;521,22;2388,11;8141,49;8,4302;0,03;393;2388;100;642,5;38,67;23,4101;1586,28;1410,05;14,62;21,61;552,97;2388,13;9052,61;-0,0039;-0,0005
Engine_36;80;518,67;1,3;47,5;520,45;2388,13;8139,8;8,4617;0,03;394;2388;100;642,85;38,69;23,2749;1592,38;1413;14,62;21,61;553,64;2388,11;9062,59;-0,004;0,0002
Engine_36;81;518,67;1,3;47,83;521,01;2388,09;8136,25;8,4246;0,03;393;2388;100;642,86;38,83;23,2744;1583,48;1410,48;14,62;21,61;552,76;2388,12;9060,55;0;-0,0004
Engine_36;82;518,67;1,3;47,65;521,54;2388,11;8141,27;8,4499;0,03;392;2388;100;642,32;38,85;23,3256;1592,11;1415,33;14,62;21,61;552,38;2388,15;9062,9;0;0
Engine_36;83;518,67;1,3;47,74;521,82;2388,16;8141,65;8,4148;0,03;394;2388;100;643,46;38,66;23,2498;1589,91;1417,57;14,62;21,61;553,33;2388,13;9059,18;0,0035;-0,0002
Engine_36;84;518,67;1,3;47,65;521,3;2388,11;8133,35;8,465;0,03;394;2388;100;642,38;38,83;23,4258;1589,01;1407,39;14,62;21,61;553,13;2388,12;9062,22;-0,0022;-0,0003
Engine_36;85;518,67;1,3;47,53;521,5;2388,15;8140,35;8,4719;0,03;393;2388;100;642,99;38,7;23,2765;1592,08;1417,04;14,62;21,61;553,44;2388,12;9062,46;0,0006;0,0002
Engine_36;86;518,67;1,3;47,68;521,47;2388,14;8133,65;8,4738;0,03;393;2388;100;642,3;38,67;23,3321;1595,45;1412,35;14,62;21,61;553,44;2388,16;9060,95;0,0023;-0,0005
Engine_36;87;518,67;1,3;47,53;521,2;2388,11;8136,5;8,4745;0,03;394;2388;100;643,1;38,83;23,3708;1596,51;1413,52;14,62;21,61;553,37;2388,11;9055,74;0,0002;0,0002
Engine_36;88;518,67;1,3;47,46;521,32;2388,1;8138,63;8,4641;0,03;392;2388;100;643,06;38,59;23,2018;1591,54;1416,07;14,62;21,61;553,36;2388,13;9062,76;-0,0026;-0,0002
Engine_36;89;518,67;1,3;47,61;521,22;2388,08;8143,52;8,4679;0,03;394;2388;100;643,48;38,84;23,2753;1590,49;1411,85;14,62;21,61;553,68;2388,15;9064,25;0,0004;-0,0004
Engine_36;90;518,67;1,3;47,51;521,2;2388,1;8138,02;8,4244;0,03;392;2388;100;642,67;38,68;23,326;1590,04;1413,8;14,62;21,61;553,51;2388,16;9067,04;0,0024;0,0001
Engine_36;91;518,67;1,3;47,59;521,57;2388,19;8137,27;8,4488;0,03;393;2388;100;642,65;38,78;23,254;1584,48;1409,99;14,62;21,61;553,13;2388,14;9069,39;0,0017;0
Engine_36;92;518,67;1,3;47,65;521,45;2388,14;8133,44;8,4485;0,03;393;2388;100;643,01;38,75;23,3706;1587,86;1414,97;14,62;21,61;552,83;2388,14;9067,67;0,002;-0,0003
Engine_36;93;518,67;1,3;47,48;520,94;2388,15;8140,24;8,4485;0,03;394;2388;100;642,5;38,91;23,216;1586,8;1406,9;14,62;21,61;553,54;2388,16;9056,47;-0,0001;0
Engine_36;94;518,67;1,3;47,75;520,94;2388,11;8141,62;8,4516;0,03;393;2388;100;642,33;38,77;23,2851;1599,11;1418,44;14,62;21,61;553,17;2388,16;9059,4;-0,006;-0,0001
Engine_36;95;518,67;1,3;47,75;521,22;2388,14;8132,24;8,4494;0,03;395;2388;100;643,11;38,68;23,2631;1594,29;1414,71;14,62;21,61;553,81;2388,1;9059;-0,0018;-0,0001
Engine_36;96;518,67;1,3;47,64;520,96;2388,08;8139,35;8,4742;0,03;394;2388;100;642,44;38,62;23,2174;1593,83;1415,09;14,62;21,61;553;2388,14;9057,61;0,0014;0,0002
Engine_36;97;518,67;1,3;47,75;521,42;2388,13;8134,51;8,4631;0,03;394;2388;100;643,21;38,99;23,2968;1591,07;1413,72;14,62;21,61;553,22;2388,16;9054,53;-0,0047;0,0003
Engine_36;98;518,67;1,3;47,75;520,49;2388,16;8145,6;8,3951;0,03;394;2388;100;642,35;38,73;23,2734;1597,29;1416,01;14,62;21,61;552,73;2388,14;9056,22;-0,0011;0
Engine_36;99;518,67;1,3;47,63;521,03;2388,12;8135,45;8,472;0,03;394;2388;100;642,87;39,03;23,2613;1586,28;1414,94;14,62;21,61;552,44;2388,13;9060,01;-0,0013;0
Engine_36;100;518,67;1,3;47,81;521,4;2388,12;8138,27;8,4424;0,03;392;2388;100;643,05;38,82;23,1501;1586,24;1413,31;14,62;21,61;552,83;2388,12;9060,37;0,0008;0,0002
Engine_36;101;518,67;1,3;47,61;520,5;2388,14;8139,4;8,4399;0,03;393;2388;100;642,84;38,84;23,2692;1593,29;1412,57;14,62;21,61;552,86;2388,11;9059,33;0,0023;0,0004
Engine_36;102;518,67;1,3;47,81;520,81;2388,13;8138,9;8,469;0,03;393;2388;100;642,95;38,8;23,225;1595,14;1417,98;14,62;21,61;551,75;2388,15;9059,28;0,0004;-0,0001
Engine_36;103;518,67;1,3;47,62;520,36;2388,1;8134,38;8,4771;0,03;393;2388;100;642,78;38,8;23,2019;1588,82;1410,5;14,62;21,61;552,68;2388,15;9059,14;0,0019;0
Engine_36;104;518,67;1,3;47,57;520,67;2388,15;8133,43;8,4574;0,03;393;2388;100;642,97;38,67;23,2319;1597,35;1414,24;14,62;21,61;551,95;2388,12;9052,25;0,001;0,0001
Engine_36;105;518,67;1,3;47,69;520,59;2388,17;8140,31;8,4393;0,03;394;2388;100;642,46;38,65;23,2119;1594,44;1407,07;14,62;21,61;552,96;2388,11;9056,22;-0,0006;-0,0002
Engine_36;106;518,67;1,3;47,73;520,82;2388,14;8137,75;8,457;0,03;394;2388;100;643,45;38,73;23,2858;1593,43;1418,75;14,62;21,61;552,85;2388,13;9057,34;0,0057;0,0004
Engine_36;107;518,67;1,3;47,73;521,27;2388,16;8132,23;8,4534;0,03;393;2388;100;642,22;38,77;23,3112;1589,73;1413,35;14,62;21,61;552,75;2388,15;9057,82;-0,0029;-0,0002
Engine_36;108;518,67;1,3;47,62;521,44;2388,13;8138,89;8,4436;0,03;395;2388;100;642,98;38,86;23,2827;1586,8;1417,61;14,62;21,61;553,44;2388,17;9062,06;-0,0022;-0,0002
Engine_36;109;518,67;1,3;47,9;521,36;2388,18;8137,63;8,4543;0,03;393;2388;100;643,19;38,75;23,3756;1596,4;1411,76;14,62;21,61;552,78;2388,17;9057,13;0,0002;-0,0005
Engine_36;110;518,67;1,3;47,77;520,6;2388,15;8133,2;8,4699;0,03;394;2388;100;642,75;38,68;23,2186;1588,48;1415,28;14,62;21,61;552,28;2388,15;9054,26;0,0034;-0,0003
Engine_36;111;518,67;1,3;47,67;520,85;2388,16;8138,53;8,4953;0,03;394;2388;100;643;38,68;23,2154;1598,22;1412,02;14,62;21,61;552,7;2388,15;9059,91;0,0032;-0,0004
Engine_36;112;518,67;1,3;47,75;520,27;2388,22;8140,15;8,4979;0,03;396;2388;100;643,34;38,52;23,2082;1597,71;1409,99;14,62;21,61;552,69;2388,13;9060,82;0,0007;0,0001
Engine_36;113;518,67;1,3;47,67;520,64;2388,14;8137,08;8,4926;0,03;395;2388;100;643,57;38,85;23,1288;1588,86;1414,55;14,62;21,61;552,88;2388,16;9059,82;-0,0028;-0,0002
Engine_36;114;518,67;1,3;47,68;520,57;2388,14;8138,32;8,4702;0,03;394;2388;100;642,97;38,66;23,1766;1594,14;1412,17;14,62;21,61;552,03;2388,16;9056,66;-0,0003;-0,0003
